"text","created","url","latitude","longitude","retweetCount","hashtag"
"Listen to sorry (remix cover) by Anastasia Arnold #np on #SoundCloud https://t.co/m6HIPIAabw",2017-08-11 22:09:04,"https://twitter.com/Riicosuave/status/896131377585770496",NA,NA,0,"#soundcloud"
"A new favorite: Burn Slow by @ghostloft https://t.co/R8OO0PAiIP on #SoundCloud",2017-08-11 22:09:03,"https://twitter.com/BlanQtheMC/status/896131374184226818",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Stay Friends x AJTheScholar<e2><80><99> by Christey King on #SoundCloud? #np https://t.co/94JGngTFov",2017-08-11 22:09:01,"https://twitter.com/ChristeyKing/status/896131364763844608",NA,NA,0,"#soundcloud"
"#NewSingle Out Now On #SoundCloud
 
WHITE GI
<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5>
#NewMusicFriday #SOMETHINGNEW 

ReTweet <ed><a0><bd><ed><b4><a5>Share<ed><a0><bd><ed><b4><a5>Comment 

https://t.co/iLNHLdr9xk",2017-08-11 22:08:58,"https://twitter.com/IAmChrisShorts/status/896131352067624961",NA,NA,0,"#soundcloud"
"Listen to @1HugoHef - Overflowing (Prod. by BlackMayo) by Hugo Brazy #np on #SoundCloud  https://t.co/fC6jdDkOuB",2017-08-11 22:08:56,"https://twitter.com/Dcolbert2k/status/896131343809003520",NA,NA,2,"#soundcloud"
"Listen to BW001 - Julio Bashmore - Au Seve by juliobashmoremusic #np on #SoundCloud https://t.co/q6yFMC65ZY",2017-08-11 22:08:56,"https://twitter.com/s69tacy69/status/896131343385362432",NA,NA,0,"#soundcloud"
"Congrats! Happy to see this!  @SoundCloud  <c2><bb> Exciting news and the future of #SoundCloud  https://t.co/GvXFWSndrR",2017-08-11 22:08:52,"https://twitter.com/darkonny/status/896131328172634114",NA,NA,0,"#soundcloud"
"Listen to C.O.Y (Crush on you) by Karrington Boss' Sneed #np on #SoundCloud https://t.co/osJxcZ3P65",2017-08-11 22:08:50,"https://twitter.com/Riicosuave/status/896131317468766209",NA,NA,0,"#soundcloud"
"#NewSingle Out Now On #SoundCloud
 
WHITE GIR
<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5>
#NewMusicFriday #SOMETHINGNEW 

ReTweet <ed><a0><bd><ed><b4><a5>Share<ed><a0><bd><ed><b4><a5>Comment 

https://t.co/iLNHLdr9xk",2017-08-11 22:08:49,"https://twitter.com/IAmChrisShorts/status/896131316441272320",NA,NA,0,"#soundcloud"
"My new sounds: One Night in LA (produced by BigBoyTraks https://t.co/QUZ9P4yPQF on #SoundCloud",2017-08-11 22:08:49,"https://twitter.com/iamSUPA__/status/896131314364981249",NA,NA,0,"#soundcloud"
